Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,LATITUDE,LONGITUDE,ALT,Flood?,Season,Rainfall_Category,Temperature_Range,Humidity_Rainfall_Index
Dhaka,1983,11,32.8,19.4,0.0,70.0,0.5,2.1,8.1,23.78,90.39,9,0,Post-Monsoon,Low,13.4,0.0
Dhaka,1983,12,28.8,14.1,18.0,72.0,0.3,1.5,7.9,23.78,90.39,9,0,Winter,Low,14.7,1296.0
Dhaka,1984,1,27.2,13.1,13.0,69.0,0.3,1.4,7.6,23.78,90.39,9,0,Winter,Low,14.1,897.0
Dhaka,1984,2,33.0,15.0,1.0,61.0,0.5,1.8,7.9,23.78,90.39,9,0,Winter,Low,18.0,61.0
Barisal,1984,5,34.8,25.2,283.0,85.0,2.0,5.9,7.0,22.7,90.36,4,1,Pre-Monsoon,High,9.599999999999998,24055.0
Chandpur,1984,5,36.5,22.5,620.0,82.0,1.5,4.5,4.7,23.26,90.67,7,1,Pre-Monsoon,Extreme,14.0,50840.0
Chittagong (IAP-Patenga),1984,5,34.0,24.1,428.0,82.0,6.2,4.7,7.2,22.34,91.79,6,1,Pre-Monsoon,High,9.9,35096.0
Comilla,1984,5,34.2,24.7,635.0,84.0,4.4,5.3,6.4,23.48,91.19,10,1,Pre-Monsoon,Extreme,9.500000000000004,53340.0
Dinajpur,1984,5,36.7,23.0,311.0,82.0,1.1,5.8,6.848,25.63,88.66,37,1,Pre-Monsoon,High,13.700000000000005,25502.0
Faridpur,1984,5,35.0,24.1,473.0,83.0,1.9,3.9,7.020689655,23.61,89.84,9,1,Pre-Monsoon,High,10.9,39259.0
Feni,1984,5,33.3,24.1,563.0,86.0,2.3,6.3,6.375862069,23.01,91.37,8,1,Pre-Monsoon,Extreme,9.199999999999996,48418.0
Maijdee Court,1984,5,34.0,24.0,657.0,81.0,2.2,5.1,6.513793103,22.83,91.08,6,1,Pre-Monsoon,Extreme,10.0,53217.0
Mymensingh,1984,5,34.0,23.4,476.0,85.0,2.6,6.2,3.9,24.75,90.41,19,1,Pre-Monsoon,High,10.6,40460.0
Rangamati,1984,5,35.0,21.5,625.0,78.0,2.0,4.9,6.322222222,22.67,92.2,63,1,Pre-Monsoon,Extreme,13.5,48750.0
Sitakunda,1984,5,33.5,24.5,485.0,80.0,3.3,5.2,5.3,22.64,91.64,4,1,Pre-Monsoon,High,9.0,38800.0
Srimangal,1984,5,36.0,22.9,734.0,80.0,0.8,0.0,6.178571429,24.29,91.73,23,1,Pre-Monsoon,Extreme,13.1,58720.0
Sylhet,1984,5,34.4,22.2,900.0,86.0,1.3,6.8,3.7,24.88,91.93,35,1,Pre-Monsoon,Extreme,12.2,77400.0
Barisal,1984,6,35.6,25.3,1025.0,90.0,1.3,7.2,3.7,22.7,90.36,4,1,Monsoon,Extreme,10.3,92250.0
Bhola,1984,6,35.6,25.8,904.0,89.0,1.2,6.5,2.4,22.7,90.66,5,1,Monsoon,Extreme,9.8,80456.0
Bogra,1984,6,37.5,25.2,539.0,87.0,1.7,5.4,4.0,24.88,89.36,20,1,Monsoon,Extreme,12.3,46893.0
Chandpur,1984,6,36.2,23.8,1151.0,88.0,1.1,6.0,2.8,23.26,90.67,7,1,Monsoon,Extreme,12.400000000000002,101288.0
Chittagong (IAP-Patenga),1984,6,37.0,24.9,595.0,85.0,6.8,6.9,4.2,22.34,91.79,6,1,Monsoon,Extreme,12.1,50575.0
Comilla,1984,6,36.2,25.2,428.0,84.0,3.4,5.9,4.9,23.48,91.19,10,1,Monsoon,High,11.000000000000004,35952.0
Cox's Bazar,1984,6,32.3,24.9,1275.0,93.0,3.4,6.9,2.0,21.46,91.98,4,1,Monsoon,Extreme,7.399999999999999,118575.0
Dinajpur,1984,6,36.0,25.3,457.0,82.0,1.3,5.5,5.228,25.63,88.66,37,1,Monsoon,High,10.7,37474.0
Faridpur,1984,6,36.5,25.5,822.0,86.0,1.8,5.6,5.0,23.61,89.84,9,1,Monsoon,Extreme,11.0,70692.0
Feni,1984,6,35.1,25.4,436.0,87.0,2.1,6.8,4.289655172,23.01,91.37,8,1,Monsoon,High,9.700000000000005,37932.0
Hatiya,1984,6,34.5,25.7,698.0,86.0,3.2,6.7,3.803448276,22.29,91.13,4,1,Monsoon,Extreme,8.8,60028.0
Ishurdi,1984,6,43.0,25.7,450.0,83.0,2.8,6.2,5.168965517,24.12,89.04,14,1,Monsoon,High,17.3,37350.0
Jessore,1984,6,37.7,25.4,822.0,88.0,4.4,6.7,3.3,23.17,89.22,7,1,Monsoon,Extreme,12.300000000000004,72336.0
Khulna,1984,6,36.7,25.7,783.0,88.0,4.1,7.4,3.4,22.8,89.58,4,1,Monsoon,Extreme,11.000000000000004,68904.0
Kutubdia,1984,6,33.95862069,25.69655172,579.0,86.0,2.9,5.95862069,4.9,21.83,91.84,6,1,Monsoon,Extreme,8.262068969999998,49794.0
Madaripur,1984,6,35.6,26.0,581.0,84.0,0.8,5.9,3.838461538,23.17,90.18,5,1,Monsoon,Extreme,9.6,48804.0
Maijdee Court,1984,6,35.0,25.1,957.0,87.0,2.1,6.2,3.872413793,22.83,91.08,6,1,Monsoon,Extreme,9.9,83259.0
Mymensingh,1984,6,36.0,25.7,512.0,85.0,2.5,6.4,3.5,24.75,90.41,19,1,Monsoon,Extreme,10.3,43520.0
Patuakhali,1984,6,35.6,25.4,669.0,88.0,3.7,6.4,3.14137931,22.36,90.34,3,1,Monsoon,Extreme,10.200000000000005,58872.0
Rajshahi,1984,6,38.1,25.8,325.0,87.0,3.6,5.9,3.9,24.35,88.56,20,1,Monsoon,High,12.3,28275.0
Rangamati,1984,6,35.0,22.3,451.0,84.0,1.5,6.6,4.381481481,22.67,92.2,63,1,Monsoon,High,12.7,37884.0
Rangpur,1984,6,36.0,25.6,989.0,85.0,2.1,5.6,5.5,25.72,89.26,34,1,Monsoon,Extreme,10.4,84065.0
Sandwip,1984,6,32.5,25.0,747.0,90.0,4.5,6.2,4.666666667,22.5,91.46,6,1,Monsoon,Extreme,7.5,67230.0
Satkhira,1984,6,39.0,25.7,656.0,84.0,5.0,6.9,3.5,22.68,89.07,6,1,Monsoon,Extreme,13.3,55104.0
Sitakunda,1984,6,33.5,25.6,548.0,83.0,3.0,6.7,3.1,22.64,91.64,4,1,Monsoon,Extreme,7.899999999999999,45484.0
Sylhet,1984,6,36.7,25.2,596.0,83.0,1.2,6.7,4.3,24.88,91.93,35,1,Monsoon,Extreme,11.500000000000004,49468.0
Teknaf,1984,6,33.3,24.9,1517.0,87.0,1.4,6.8,2.7,20.87,92.26,4,1,Monsoon,Extreme,8.399999999999999,131979.0
Barisal,1984,7,32.8,24.9,448.0,90.0,1.3,6.9,4.2,22.7,90.36,4,1,Monsoon,High,7.899999999999999,40320.0
Bhola,1984,7,33.5,25.6,444.0,88.0,0.8,6.0,3.4,22.7,90.66,5,1,Monsoon,High,7.899999999999999,39072.0
Bogra,1984,7,32.7,25.6,431.0,88.0,1.5,5.7,4.1,24.88,89.36,20,1,Monsoon,High,7.100000000000001,37928.0
Chandpur,1984,7,33.1,23.5,615.0,87.0,1.0,5.9,3.1,23.26,90.67,7,1,Monsoon,Extreme,9.6,53505.0
Chittagong (IAP-Patenga),1984,7,34.0,24.4,802.0,84.0,6.3,6.6,4.2,22.34,91.79,6,1,Monsoon,Extreme,9.6,67368.0
Cox's Bazar,1984,7,32.5,25.1,731.0,90.0,3.1,6.2,3.6,21.46,91.98,4,1,Monsoon,Extreme,7.399999999999999,65790.0
Dinajpur,1984,7,33.5,25.0,470.0,85.0,0.9,6.5,4.288,25.63,88.66,37,1,Monsoon,High,8.5,39950.0
Feni,1984,7,33.8,24.6,1292.0,92.0,1.7,7.0,4.106896552,23.01,91.37,8,1,Monsoon,Extreme,9.199999999999996,118864.0
Hatiya,1984,7,32.0,25.3,608.0,87.0,2.2,6.1,3.968965517,22.29,91.13,4,1,Monsoon,Extreme,6.699999999999999,52896.0
Khepupara,1984,7,32.0,25.6,383.0,87.0,3.3,6.5,3.580769231,21.98,90.22,3,1,Monsoon,High,6.399999999999999,33321.0
Kutubdia,1984,7,32.89310345,25.48965517,697.0,89.0,2.9,6.434482759,5.3,21.83,91.84,6,1,Monsoon,Extreme,7.403448279999999,62033.0
Maijdee Court,1984,7,33.8,24.9,1390.0,87.0,1.9,5.9,3.575862069,22.83,91.08,6,1,Monsoon,Extreme,8.899999999999999,120930.0
Mymensingh,1984,7,33.5,25.6,689.0,86.0,2.1,6.6,2.3,24.75,90.41,19,1,Monsoon,Extreme,7.899999999999999,59254.0
Patuakhali,1984,7,32.1,25.8,407.0,88.0,3.5,6.0,3.075862069,22.36,90.34,3,1,Monsoon,High,6.300000000000001,35816.0
Rajshahi,1984,7,33.6,25.5,294.0,88.0,3.0,6.2,3.7,24.35,88.56,20,1,Monsoon,High,8.100000000000001,25872.0
Rangpur,1984,7,33.6,25.3,812.0,88.0,1.8,6.5,3.1,25.72,89.26,34,1,Monsoon,Extreme,8.3,71456.0
Sandwip,1984,7,32.5,24.9,852.0,92.0,2.4,5.8,4.022222222,22.5,91.46,6,1,Monsoon,Extreme,7.600000000000001,78384.0
Sitakunda,1984,7,32.2,25.0,821.0,85.0,2.9,6.5,3.2,22.64,91.64,4,1,Monsoon,Extreme,7.200000000000003,69785.0
Sylhet,1984,7,35.0,24.6,820.0,87.0,1.2,7.2,2.8,24.88,91.93,35,1,Monsoon,Extreme,10.4,71340.0
Teknaf,1984,7,32.7,24.7,971.0,86.0,0.9,6.3,3.1,20.87,92.26,4,1,Monsoon,Extreme,8.000000000000004,83506.0
Barisal,1984,8,35.2,25.6,431.0,90.0,1.1,7.1,3.5,22.7,90.36,4,1,Monsoon,High,9.6,38790.0
Bhola,1984,8,34.8,25.6,467.0,89.0,0.7,6.2,2.4,22.7,90.66,5,1,Monsoon,High,9.199999999999996,41563.0
Chandpur,1984,8,33.5,23.6,724.0,88.0,0.6,6.3,3.7,23.26,90.67,7,1,Monsoon,Extreme,9.9,63712.0
Comilla,1984,8,36.0,25.1,449.0,86.0,3.1,5.6,5.4,23.48,91.19,10,1,Monsoon,High,10.9,38614.0
Cox's Bazar,1984,8,33.5,24.9,817.0,91.0,2.6,6.6,3.0,21.46,91.98,4,1,Monsoon,Extreme,8.600000000000001,74347.0
Dinajpur,1984,8,36.0,25.5,270.0,81.0,1.2,5.6,5.208,25.63,88.66,37,1,Monsoon,High,10.5,21870.0
Feni,1984,8,34.5,25.0,381.0,89.0,1.6,6.5,4.782758621,23.01,91.37,8,1,Monsoon,High,9.5,33909.0
Hatiya,1984,8,33.4,25.1,546.0,88.0,2.2,6.4,4.424137931,22.29,91.13,4,1,Monsoon,Extreme,8.299999999999997,48048.0
Khulna,1984,8,34.5,26.1,486.0,89.0,3.1,7.4,4.1,22.8,89.58,4,1,Monsoon,High,8.399999999999999,43254.0
Kutubdia,1984,8,33.14137931,25.58965517,460.0,87.0,2.5,6.196551724,4.1,21.83,91.84,6,1,Monsoon,High,7.551724139999997,40020.0
Madaripur,1984,8,35.0,25.6,623.0,85.0,0.8,5.8,3.942307692,23.17,90.18,5,1,Monsoon,Extreme,9.4,52955.0
Maijdee Court,1984,8,35.5,24.9,1223.0,89.0,1.7,5.9,4.64137931,22.83,91.08,6,1,Monsoon,Extreme,10.6,108847.0
Patuakhali,1984,8,33.6,25.8,632.0,89.0,2.5,5.8,3.672413793,22.36,90.34,3,1,Monsoon,Extreme,7.800000000000001,56248.0
Rajshahi,1984,8,35.1,25.7,321.0,88.0,2.7,6.2,4.7,24.35,88.56,20,1,Monsoon,High,9.400000000000002,28248.0
Satkhira,1984,8,35.4,25.8,351.0,85.0,4.1,6.6,3.7,22.68,89.07,6,1,Monsoon,High,9.599999999999998,29835.0
Sitakunda,1984,8,33.0,25.0,752.0,84.0,2.5,6.5,3.3,22.64,91.64,4,1,Monsoon,Extreme,8.0,63168.0
Teknaf,1984,8,32.4,24.6,973.0,88.0,1.2,6.8,3.3,20.87,92.26,4,1,Monsoon,Extreme,7.799999999999997,85624.0
Barisal,1984,9,34.0,25.1,224.0,88.0,0.8,5.1,5.8,22.7,90.36,4,1,Monsoon,High,8.899999999999999,19712.0
Bogra,1984,9,34.5,25.0,404.0,86.0,1.2,4.9,5.5,24.88,89.36,20,1,Monsoon,High,9.5,34744.0
Chandpur,1984,9,33.7,22.8,349.0,86.0,0.3,3.9,4.3,23.26,90.67,7,1,Monsoon,High,10.900000000000002,30014.0
Dinajpur,1984,9,33.5,24.1,498.0,84.0,0.7,5.4,5.184,25.63,88.66,37,1,Monsoon,High,9.4,41832.0
Feni,1984,9,33.4,24.5,400.0,88.0,0.9,4.8,5.2,23.01,91.37,8,1,Monsoon,High,8.899999999999999,35200.0
Hatiya,1984,9,33.5,24.5,413.0,83.0,1.9,4.7,4.965517241,22.29,91.13,4,1,Monsoon,High,9.0,34279.0
Maijdee Court,1984,9,34.0,24.5,440.0,85.0,0.7,4.5,4.951724138,22.83,91.08,6,1,Monsoon,High,9.5,37400.0
Mymensingh,1984,9,33.5,24.7,468.0,86.0,1.5,5.6,3.5,24.75,90.41,19,1,Monsoon,High,8.8,40248.0
Rajshahi,1984,9,33.8,24.9,297.0,84.0,2.1,4.5,6.3,24.35,88.56,20,1,Monsoon,High,8.899999999999999,24948.0
Rangpur,1984,9,33.8,24.2,684.0,89.0,1.2,5.3,4.6,25.72,89.26,34,1,Monsoon,Extreme,9.599999999999998,60876.0
Sitakunda,1984,9,33.7,24.7,561.0,80.0,1.8,4.9,4.6,22.64,91.64,4,1,Monsoon,Extreme,9.000000000000004,44880.0
Sylhet,1984,9,34.6,23.4,801.0,87.0,1.0,5.5,4.7,24.88,91.93,35,1,Monsoon,Extreme,11.200000000000005,69687.0
Dhaka,1984,10,34.0,25.6,58.0,79.0,0.6,4.3,6.2,23.78,90.39,9,0,Post-Monsoon,Moderate,8.399999999999999,4582.0
Rajshahi,1984,10,34.1,23.6,202.0,82.0,1.6,2.7,7.7,24.35,88.56,20,1,Post-Monsoon,High,10.5,16564.0
Dhaka,1984,11,31.8,18.5,0.0,68.0,0.3,1.1,9.5,23.78,90.39,9,0,Post-Monsoon,Low,13.3,0.0
Dhaka,1984,12,30.0,14.7,0.0,72.0,0.3,1.2,8.3,23.78,90.39,9,0,Winter,Low,15.3,0.0
Dhaka,1985,1,29.4,14.5,8.0,70.0,0.2,2.3,7.8,23.78,90.39,9,0,Winter,Low,14.9,560.0
Dhaka,1985,2,32.4,16.1,1.0,60.0,0.5,1.1,8.6,23.78,90.39,9,0,Winter,Low,16.299999999999997,60.0
Chandpur,1985,3,35.1,22.1,371.0,77.0,1.3,1.9,6.9,23.26,90.67,7,1,Pre-Monsoon,High,13.0,28567.0
Sylhet,1985,4,34.2,21.2,541.0,81.0,1.7,5.3,6.9,24.88,91.93,35,1,Pre-Monsoon,Extreme,13.000000000000004,43821.0
Barisal,1985,5,35.0,24.2,226.0,88.0,1.7,5.1,7.9,22.7,90.36,4,1,Pre-Monsoon,High,10.8,19888.0
Chandpur,1985,5,34.5,23.3,515.0,82.0,1.0,3.1,5.6,23.26,90.67,7,1,Pre-Monsoon,Extreme,11.2,42230.0
Chittagong (IAP-Patenga),1985,5,33.8,23.8,511.0,79.0,5.1,4.1,6.3,22.34,91.79,6,1,Pre-Monsoon,Extreme,9.999999999999996,40369.0
Dinajpur,1985,5,35.0,23.2,146.0,71.0,1.2,4.1,6.848,25.63,88.66,37,1,Pre-Monsoon,Moderate,11.8,10366.0
Kutubdia,1985,5,32.5,24.6,594.0,82.0,3.2,4.2,7.4,21.83,91.84,6,1,Pre-Monsoon,Extreme,7.899999999999999,48708.0
Patuakhali,1985,5,34.6,24.5,425.0,87.0,2.7,4.5,5.4,22.36,90.34,3,1,Pre-Monsoon,High,10.1,36975.0
Barisal,1985,6,36.2,25.8,322.0,91.0,1.5,6.3,3.9,22.7,90.36,4,1,Monsoon,High,10.400000000000002,29302.0
Bogra,1985,6,35.4,25.6,459.0,86.0,1.6,5.0,5.0,24.88,89.36,20,1,Monsoon,High,9.799999999999995,39474.0
Chittagong (IAP-Patenga),1985,6,33.8,24.8,517.0,85.0,6.2,6.2,4.0,22.34,91.79,6,1,Monsoon,Extreme,8.999999999999996,43945.0
Cox's Bazar,1985,6,32.5,25.2,766.0,89.0,2.8,6.6,4.0,21.46,91.98,4,1,Monsoon,Extreme,7.300000000000001,68174.0
Dinajpur,1985,6,35.5,24.9,551.0,80.0,0.9,5.1,5.228,25.63,88.66,37,1,Monsoon,Extreme,10.6,44080.0
Feni,1985,6,33.9,24.5,713.0,88.0,2.0,6.9,2.9,23.01,91.37,8,1,Monsoon,Extreme,9.4,62744.0
Hatiya,1985,6,33.0,25.0,703.0,86.0,2.8,6.7,2.2,22.29,91.13,4,1,Monsoon,Extreme,8.0,60458.0
Madaripur,1985,6,36.4,25.6,799.0,82.0,1.0,5.4,3.838461538,23.17,90.18,5,1,Monsoon,Extreme,10.799999999999995,65518.0
Maijdee Court,1985,6,33.8,25.4,525.0,87.0,1.5,6.0,3.8,22.83,91.08,6,1,Monsoon,Extreme,8.399999999999999,45675.0
Rajshahi,1985,6,37.3,25.7,232.0,85.0,2.5,5.5,4.8,24.35,88.56,20,1,Monsoon,High,11.599999999999998,19720.0
Rangamati,1985,6,34.5,24.1,413.0,85.0,1.5,6.2,4.381481481,22.67,92.2,63,1,Monsoon,High,10.4,35105.0
Rangpur,1985,6,35.3,25.2,569.0,85.0,1.5,5.8,5.2,25.72,89.26,34,1,Monsoon,Extreme,10.099999999999998,48365.0
Sandwip,1985,6,32.8,25.9,790.0,91.0,2.4,6.1,4.666666667,22.5,91.46,6,1,Monsoon,Extreme,6.899999999999999,71890.0
Sitakunda,1985,6,34.0,25.7,441.0,82.0,2.7,6.7,2.1,22.64,91.64,4,1,Monsoon,High,8.3,36162.0
Sylhet,1985,6,34.4,24.1,1083.0,88.0,1.2,6.9,4.0,24.88,91.93,35,1,Monsoon,Extreme,10.299999999999995,95304.0
Teknaf,1985,6,33.6,25.1,803.0,87.0,0.7,6.7,2.6,20.87,92.26,4,1,Monsoon,Extreme,8.5,69861.0
Barisal,1985,7,34.5,25.3,291.0,93.0,1.5,6.8,3.3,22.7,90.36,4,1,Monsoon,High,9.2,27063.0
Chandpur,1985,7,33.0,24.9,341.0,89.0,1.1,5.4,3.1,23.26,90.67,7,1,Monsoon,High,8.100000000000001,30349.0
Chittagong (IAP-Patenga),1985,7,32.5,24.4,831.0,86.0,6.7,6.2,4.2,22.34,91.79,6,1,Monsoon,Extreme,8.100000000000001,71466.0
Cox's Bazar,1985,7,31.5,24.5,884.0,89.0,3.0,6.3,3.7,21.46,91.98,4,1,Monsoon,Extreme,7.0,78676.0
Dinajpur,1985,7,34.2,25.2,484.0,86.0,1.1,6.7,4.288,25.63,88.66,37,1,Monsoon,High,9.000000000000004,41624.0
Feni,1985,7,32.5,24.8,635.0,89.0,2.4,7.0,3.6,23.01,91.37,8,1,Monsoon,Extreme,7.699999999999999,56515.0
Hatiya,1985,7,32.0,23.5,699.0,88.0,3.6,6.7,3.9,22.29,91.13,4,1,Monsoon,Extreme,8.5,61512.0
Kutubdia,1985,7,31.0,24.1,846.0,89.0,3.5,6.7,3.7,21.83,91.84,6,1,Monsoon,Extreme,6.899999999999999,75294.0
Madaripur,1985,7,34.5,25.3,376.0,83.0,1.2,6.0,3.661538462,23.17,90.18,5,1,Monsoon,High,9.2,31208.0
Maijdee Court,1985,7,33.5,24.3,548.0,89.0,1.9,6.1,3.4,22.83,91.08,6,1,Monsoon,Extreme,9.2,48772.0
Rajshahi,1985,7,33.6,25.3,274.0,89.0,2.7,6.2,3.2,24.35,88.56,20,1,Monsoon,High,8.3,24386.0
Rangamati,1985,7,34.2,24.5,512.0,85.0,1.2,6.4,3.748148148,22.67,92.2,63,1,Monsoon,Extreme,9.700000000000005,43520.0
Rangpur,1985,7,34.4,25.2,770.0,89.0,1.5,6.6,3.8,25.72,89.26,34,1,Monsoon,Extreme,9.2,68530.0
Sandwip,1985,7,32.0,24.9,916.0,93.0,2.2,6.2,4.022222222,22.5,91.46,6,1,Monsoon,Extreme,7.100000000000001,85188.0
Sitakunda,1985,7,33.0,24.7,765.0,83.0,2.8,6.3,2.9,22.64,91.64,4,1,Monsoon,Extreme,8.3,63495.0
Sylhet,1985,7,34.4,24.3,670.0,87.0,1.2,7.2,3.5,24.88,91.93,35,1,Monsoon,Extreme,10.099999999999998,58290.0
Teknaf,1985,7,31.9,24.1,983.0,87.0,1.1,6.7,3.0,20.87,92.26,4,1,Monsoon,Extreme,7.799999999999997,85521.0
Barisal,1985,8,35.0,25.9,308.0,90.0,1.5,6.7,5.2,22.7,90.36,4,1,Monsoon,High,9.1,27720.0
Chandpur,1985,8,33.5,25.2,437.0,87.0,0.8,4.9,3.7,23.26,90.67,7,1,Monsoon,High,8.3,38019.0
Chittagong (IAP-Patenga),1985,8,33.4,25.0,469.0,85.0,6.3,6.1,3.8,22.34,91.79,6,1,Monsoon,High,8.399999999999999,39865.0
Cox's Bazar,1985,8,33.0,25.3,599.0,89.0,2.8,6.3,4.5,21.46,91.98,4,1,Monsoon,Extreme,7.699999999999999,53311.0
Dinajpur,1985,8,35.5,26.6,278.0,80.0,1.0,5.2,5.208,25.63,88.66,37,1,Monsoon,High,8.899999999999999,22240.0
Feni,1985,8,33.6,25.4,858.0,87.0,1.7,6.7,6.1,23.01,91.37,8,1,Monsoon,Extreme,8.200000000000003,74646.0
Hatiya,1985,8,33.0,24.3,627.0,86.0,3.2,6.5,4.4,22.29,91.13,4,1,Monsoon,Extreme,8.7,53922.0
Khulna,1985,8,34.4,26.4,344.0,87.0,3.3,6.7,4.5,22.8,89.58,4,1,Monsoon,High,8.0,29928.0
Kutubdia,1985,8,32.2,24.9,475.0,88.0,3.8,6.5,4.7,21.83,91.84,6,1,Monsoon,High,7.300000000000004,41800.0
Madaripur,1985,8,35.0,26.0,498.0,82.0,0.9,5.5,3.942307692,23.17,90.18,5,1,Monsoon,High,9.0,40836.0
Maijdee Court,1985,8,33.4,25.3,780.0,86.0,2.0,5.7,4.6,22.83,91.08,6,1,Monsoon,Extreme,8.099999999999998,67080.0
Patuakhali,1985,8,34.2,26.3,311.0,87.0,2.3,6.2,3.4,22.36,90.34,3,1,Monsoon,High,7.900000000000002,27057.0
Rangamati,1985,8,34.2,24.3,422.0,85.0,1.0,6.2,4.744444444,22.67,92.2,63,1,Monsoon,High,9.900000000000002,35870.0
Sandwip,1985,8,32.0,25.6,799.0,90.0,2.8,6.0,4.962962963,22.5,91.46,6,1,Monsoon,Extreme,6.399999999999999,71910.0
Sitakunda,1985,8,33.5,25.4,442.0,81.0,2.7,6.1,3.8,22.64,91.64,4,1,Monsoon,High,8.100000000000001,35802.0
Teknaf,1985,8,32.8,24.7,1093.0,88.0,1.2,7.1,3.4,20.87,92.26,4,1,Monsoon,Extreme,8.099999999999998,96184.0
Bogra,1985,9,35.0,25.0,365.0,88.0,1.1,5.0,5.3,24.88,89.36,20,1,Monsoon,High,10.0,32120.0
Chandpur,1985,9,34.0,25.0,536.0,88.0,0.4,4.6,4.3,23.26,90.67,7,1,Monsoon,Extreme,9.0,47168.0
Dinajpur,1985,9,33.2,25.1,326.0,84.0,0.9,5.7,5.184,25.63,88.66,37,1,Monsoon,High,8.100000000000001,27384.0
Rajshahi,1985,9,34.0,25.4,233.0,87.0,1.8,5.6,5.2,24.35,88.56,20,1,Monsoon,High,8.600000000000001,20271.0
Sylhet,1985,9,35.0,24.0,596.0,87.0,0.8,6.1,4.6,24.88,91.93,35,1,Monsoon,Extreme,11.0,51852.0
Dhaka,1985,10,35.5,23.9,79.0,75.0,0.5,2.6,8.7,23.78,90.39,9,0,Post-Monsoon,Moderate,11.6,5925.0
Dinajpur,1985,10,33.8,22.7,282.0,75.0,0.7,2.8,6.916,25.63,88.66,37,1,Post-Monsoon,High,11.099999999999998,21150.0
Dhaka,1985,11,33.3,18.9,0.0,71.0,0.2,1.6,8.2,23.78,90.39,9,0,Post-Monsoon,Low,14.4,0.0
Dhaka,1985,12,30.6,15.3,10.0,70.0,0.3,1.2,8.0,23.78,90.39,9,0,Winter,Low,15.3,700.0
Dhaka,1986,1,30.0,13.9,22.0,72.0,0.3,1.3,7.5,23.78,90.39,9,0,Winter,Low,16.1,1584.0
Dhaka,1986,2,32.3,16.3,0.0,59.0,0.5,1.5,8.9,23.78,90.39,9,0,Winter,Low,15.999999999999996,0.0
Dinajpur,1986,5,35.5,22.5,178.0,72.0,1.1,3.3,6.848,25.63,88.66,37,1,Pre-Monsoon,Moderate,13.0,12816.0
Barisal,1986,6,36.0,25.9,254.0,87.0,1.3,5.7,4.9,22.7,90.36,4,1,Monsoon,High,10.1,22098.0
Chittagong (IAP-Patenga),1986,6,37.0,25.8,820.0,83.0,5.9,5.8,4.9,22.34,91.79,6,1,Monsoon,Extreme,11.2,68060.0
Cox's Bazar,1986,6,34.0,25.5,921.0,88.0,3.1,6.1,4.0,21.46,91.98,4,1,Monsoon,Extreme,8.5,81048.0
Dinajpur,1986,6,36.6,25.5,203.0,78.0,1.5,5.1,5.228,25.63,88.66,37,1,Monsoon,High,11.1,15834.0
Hatiya,1986,6,35.2,26.0,564.0,87.0,3.2,6.3,3.8,22.29,91.13,4,1,Monsoon,Extreme,9.200000000000005,49068.0
Kutubdia,1986,6,33.7,26.1,625.0,86.0,3.2,6.5,4.4,21.83,91.84,6,1,Monsoon,Extreme,7.600000000000001,53750.0
Maijdee Court,1986,6,35.5,25.6,615.0,86.0,1.8,5.5,4.9,22.83,91.08,6,1,Monsoon,Extreme,9.9,52890.0
Sandwip,1986,6,33.0,26.2,599.0,89.0,2.4,5.4,4.666666667,22.5,91.46,6,1,Monsoon,Extreme,6.800000000000001,53311.0
Sitakunda,1986,6,34.1,26.0,629.0,81.0,3.1,5.8,3.6,22.64,91.64,4,1,Monsoon,Extreme,8.100000000000001,50949.0
Teknaf,1986,6,34.0,25.4,1371.0,84.0,0.9,6.6,3.4,20.87,92.26,4,1,Monsoon,Extreme,8.600000000000001,115164.0
Barisal,1986,7,35.5,25.2,381.0,91.0,0.8,6.4,3.9,22.7,90.36,4,1,Monsoon,High,10.3,34671.0
Bhola,1986,7,35.1,25.8,451.0,88.0,0.7,5.5,2.5,22.7,90.66,5,1,Monsoon,High,9.3,39688.0
Bogra,1986,7,33.8,25.4,446.0,89.0,1.2,5.8,3.9,24.88,89.36,20,1,Monsoon,High,8.399999999999999,39694.0
Chandpur,1986,7,33.8,25.9,399.0,86.0,0.9,5.3,3.1,23.26,90.67,7,1,Monsoon,High,7.899999999999999,34314.0
Chittagong (IAP-Patenga),1986,7,34.0,25.1,894.0,84.0,6.0,6.1,4.1,22.34,91.79,6,1,Monsoon,Extreme,8.899999999999999,75096.0
Comilla,1986,7,34.0,25.3,389.0,86.0,2.5,5.5,4.2,23.48,91.19,10,1,Monsoon,High,8.7,33454.0
Cox's Bazar,1986,7,32.5,25.1,799.0,90.0,3.2,6.1,3.7,21.46,91.98,4,1,Monsoon,Extreme,7.399999999999999,71910.0
Dinajpur,1986,7,34.0,25.8,500.0,83.0,1.2,6.2,4.288,25.63,88.66,37,1,Monsoon,High,8.2,41500.0
Feni,1986,7,32.1,25.2,701.0,87.0,1.8,6.3,4.2,23.01,91.37,8,1,Monsoon,Extreme,6.900000000000002,60987.0
Hatiya,1986,7,33.2,25.2,625.0,90.0,2.1,6.8,3.9,22.29,91.13,4,1,Monsoon,Extreme,8.000000000000004,56250.0
Khepupara,1986,7,34.8,23.8,444.0,89.0,1.5,6.5,3.580769231,21.98,90.22,3,1,Monsoon,High,10.999999999999996,39516.0
