Duration(Days),Main Cause,Districts,State,Extent of damage,Event Source,District_LGD_Codes,State_Codes,Start_Year,Start_Month,Start_Day,High_Impact,Year,Month,Day,Quarter,Month_Sin,Month_Cos,Long_Event,Cause_Group,State_Count,District_Count,Event_Source_Available
1.0,heavy rains,"Beed,Satara",Maharashtra,Extensive damage to Soya crop over 500 acres of land reported.,IMD,,27.0,2009.0,10.0,30.0,0,2009.0,10.0,30.0,4.0,-0.8660254037844386,0.5000000000000001,0,Heavy Rain,1,2,1
1.0,heavy rains,"Ratnagiri,Sindhudurg",Maharashtra,Extensive damage to crops reported.,IMD,,27.0,2009.0,11.0,11.0,1,2009.0,11.0,11.0,4.0,-0.5000000000000004,0.8660254037844384,0,Heavy Rain,1,2,1
1.0,heavy rains,Satara,Maharashtra,"i) 15 houses damaged. ii) Damage to jowar, groundnut, strawberry,grapes reported. ",IMD,494.0,27.0,2009.0,11.0,12.0,0,2009.0,11.0,12.0,4.0,-0.5000000000000004,0.8660254037844384,0,Heavy Rain,1,1,1
1.0,heavy rains,Siang,Meghalaya,,IMD,232.0,17.0,2009.0,10.0,10.0,0,2009.0,10.0,10.0,4.0,-0.8660254037844386,0.5000000000000001,0,Heavy Rain,1,1,1
1.0,heavy rains,Aizawl,Mizoram,Landslide reported.,IMD,261.0,15.0,2009.0,10.0,7.0,0,2009.0,10.0,7.0,4.0,-0.8660254037844386,0.5000000000000001,0,Heavy Rain,1,1,1
17.0,flood (mahanadi),"Bhadrak, Cuttack, Ganjam, Kalahandi, Kandhamal, Kendrapara, Kendujhar, Koraput, Khordha, Jaipur, Nayagarh, Puri,Sundargarh",Odisha,"870 houses fully,11677 houses partially damaged.",IMD,,21.0,2009.0,7.0,14.0,1,2009.0,7.0,14.0,3.0,-0.4999999999999997,-0.8660254037844388,1,Other,1,13,1
1.0,heavy rains,Hoshiarpur,Punjab,"i) Hundred acres of land submerged. ii) Extreme damage to public,private property reported. ",IMD,33.0,3.0,2009.0,7.0,28.0,0,2009.0,7.0,28.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
1.0,heavy rains,Gurdaspur,Punjab,,IMD,32.0,3.0,2009.0,8.0,5.0,0,2009.0,8.0,5.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,1,1
3.0,heavy rains,"Alwar, Bharatpur,Kota",Rajasthan,24 Kachchha houses swept away.,IMD,,8.0,2009.0,9.0,9.0,0,2009.0,9.0,9.0,3.0,-1.0,-1.8369701987210297e-16,0,Heavy Rain,1,3,1
1.0,heavy rains,Vellore,Tamil Nadu,,IMD,595.0,33.0,2009.0,9.0,16.0,0,2009.0,9.0,16.0,3.0,-1.0,-1.8369701987210297e-16,0,Heavy Rain,1,1,1
1.0,heavy rains,Tiruvannamalai,Tamil Nadu,,IMD,593.0,33.0,2009.0,9.0,25.0,0,2009.0,9.0,25.0,3.0,-1.0,-1.8369701987210297e-16,0,Heavy Rain,1,1,1
6.0,heavy rains,"The Nilgiris,Kanniyakumariumari,Thiruvallur, Thiruvarur,Tirunelveli",Tamil Nadu,"i) Paddy cultivation in 30,000-40,000 acres submerged. ii) 700 houses completely damaged. iii) Land slide reported in The Nilgiris. ",IMD,,33.0,2009.0,11.0,6.0,1,2009.0,11.0,6.0,4.0,-0.5000000000000004,0.8660254037844384,0,Heavy Rain,1,5,1
1.0,heavy rains,"Dharmapuri, Kanniyakumariumari, The Nilgiris,Thiruvallur",Tamil Nadu,,IMD,,33.0,2009.0,11.0,16.0,0,2009.0,11.0,16.0,4.0,-0.5000000000000004,0.8660254037844384,0,Heavy Rain,1,4,1
1.0,heavy rains,"Deoria, Gonda, Jaunpur,Pratapgarh",Uttar Pradesh,,IMD,,9.0,2009.0,6.0,30.0,0,2009.0,6.0,30.0,2.0,1.2246467991473532e-16,-1.0,0,Heavy Rain,1,4,1
1.0,heavy rains,Garhwal,Uttarakhand,Landslide reported.,IMD,52.0,5.0,2009.0,7.0,28.0,0,2009.0,7.0,28.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
1.0,flash flood (baghmati),"Bahraich,Gonda",Uttar Pradesh,,IMD,,9.0,2009.0,8.0,31.0,0,2009.0,8.0,31.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Flash Flood,1,2,1
1.0,severe flood (cloud burst),Pithoragarh,Uttarakhand,i)About 12 houses trapped under debris. ii) Landslide reported.,IMD,53.0,5.0,2009.0,8.0,8.0,1,2009.0,8.0,8.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Other,1,1,1
6.0,flood (ghaghra),"Bahraich, Ballia, Gonda,Kheri",Uttar Pradesh,i)Mailani-Gonda railway line affected. ii)Many villages inundated. ,IMD,,9.0,2009.0,8.0,19.0,1,2009.0,8.0,19.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Other,1,4,1
1.0,heavy rains,"Bahraich, Balrampur, Ayodhya, Gonda, Kheri, Pilibhit,Sitapur",Uttar Pradesh,,IMD,,9.0,2009.0,8.0,26.0,0,2009.0,8.0,26.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,7,1
1.0,flood (ganga),Gonda,Uttar Pradesh,,IMD,514.0,9.0,2009.0,8.0,28.0,0,2009.0,8.0,28.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Other,1,1,1
2.0,heavy rains,"Bahraich, Bara Banki, Hardoi,Unnao",Uttar Pradesh,,IMD,,9.0,2009.0,9.0,11.0,1,2009.0,9.0,11.0,3.0,-1.0,-1.8369701987210297e-16,0,Heavy Rain,1,4,1
2.0,heavy rains,"Bara Banki, Chitrakoot, Fatehpur, Gonda, Hathras, Kanpur nagar Nagar,Kanpur nagar Dehat, Kheri, Sitapur,Unnao",Uttar Pradesh,,IMD,,9.0,2009.0,10.0,6.0,1,2009.0,10.0,6.0,4.0,-0.8660254037844386,0.5000000000000001,0,Heavy Rain,1,10,1
1.0,heavy rains,"Bahraich, Balrampur,Gonda",Uttar Pradesh,,IMD,,9.0,2009.0,10.0,9.0,0,2009.0,10.0,9.0,4.0,-0.8660254037844386,0.5000000000000001,0,Heavy Rain,1,3,1
1.0,heavy rains,Darjeeling,West Bengal,Land slides reported.,IMD,309.0,19.0,2009.0,5.0,26.0,1,2009.0,5.0,26.0,2.0,0.49999999999999994,-0.8660254037844387,0,Heavy Rain,1,1,1
6.0,heavy rains,"Bankura, Purba Purba Bardhaman, Birbhum, East & West Purba Purba Medinipur, Howrah,South 24 Parganas,North 24 Parganas",West Bengal,"i)17 lakh people of about 11 villages marooned. ii)About 4,000 people shifted to safer places. iii) 14,000 houses fully/partially damaged. iv) 37,500 people were shifted to safer places. Large area of standing crops damaged. ",IMD,,19.0,2009.0,9.0,5.0,0,2009.0,9.0,5.0,3.0,-1.0,-1.8369701987210297e-16,0,Heavy Rain,1,7,1
1.0,heavy rains,New New Delhi,Delhi,,IMD,,7.0,2009.0,7.0,29.0,0,2009.0,7.0,29.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
1.0,heavy rains,"East Godavari,coastal districts of Andhra Pradesh",Andhra Pradesh,"i) Extensive damage to paddy,other standing crops in about 2.83 lakh hectares of land reported. ii) Damage to public property reported. iii) Low lying areas submerged. ",IMD,,28.0,2010.0,10.0,4.0,1,2010.0,10.0,4.0,4.0,-0.8660254037844386,0.5000000000000001,0,Heavy Rain,1,2,1
1.0,heavy rains,Kurung Kumey,Arunachal Pradesh,i) Landslide reported. ii) Damage to public property reported.,IMD,233.0,12.0,2010.0,4.0,2.0,0,2010.0,4.0,2.0,2.0,0.8660254037844387,-0.4999999999999998,0,Heavy Rain,1,1,1
1.0,heavy rains,"Lohit,Anjaw, Dibang Valley, Lower Dibang Valley, East Kameng, West Kameng,Upper Siang",Arunachal Pradesh,i) Landslide reported. ii) Road/electricity / telephone services disrupted. ,IMD,,12.0,2010.0,4.0,22.0,1,2010.0,4.0,22.0,2.0,0.8660254037844387,-0.4999999999999998,0,Heavy Rain,1,7,1
2.0,heavy rains,"East,West Siang",Arunachal Pradesh,"i) Landslide reported. ii) Pasighat-Pangin,Pasighat-Mebo roads washed away. iii) Damage to Siku bridge reported. iv) Thousands of people rendered homeless. ",IMD,,12.0,2010.0,9.0,9.0,0,2010.0,9.0,9.0,3.0,-1.0,-1.8369701987210297e-16,0,Heavy Rain,1,2,1
7.0,"flood (bramhaputra,its tributaries, tiyak,kakajan)","Dhemaji,Golaghat",Assam,"i)Extensive damage to standing crops reported. ii) NH-37,NH-39 disrupted. iii) About 30 villages inundated ",IMD,,18.0,2010.0,5.0,10.0,0,2010.0,5.0,10.0,2.0,0.49999999999999994,-0.8660254037844387,1,Other,1,2,1
4.0,"flood (brahmaputra,its tributaries)","Darrang, Dhemaji, Kamrup, Lakhimpur, Marigaon, Nalbari,Sonitpur",Assam,"i) Extensive damage to Boro crops reported. ii) About 60 villages inundated. iii) Lakhs of people affected. iv) Few houses completely damaged due to landslide. v) Poultry farms, fisheries affected. ",IMD,,18.0,2010.0,6.0,6.0,1,2010.0,6.0,6.0,2.0,1.2246467991473532e-16,-1.0,0,River/Water System,1,7,1
1.0,heavy rains,"Cachar, Hailakandi,Karimganj",Assam,i) Lakhs of people affected. ii) Low lying areas flooded. iii) Road / electricity/telephone services,IMD,,18.0,2010.0,6.0,21.0,0,2010.0,6.0,21.0,2.0,1.2246467991473532e-16,-1.0,0,Heavy Rain,1,3,1
5.0,"flood (brahmaputra,its tributaries)","Dhemaji, Dibrugarh, Lakhimpur,Nagaon",Assam,"i) About 20,000 bighas paddy crops damaged. ii) About 50 villages inundated. iii) A part of NH 52 damaged. ",IMD,,18.0,2010.0,9.0,5.0,0,2010.0,9.0,5.0,3.0,-1.0,-1.8369701987210297e-16,0,River/Water System,1,4,1
1.0,heavy rains,Pashchim Champaran,Bihar,i) Low lying areas flooded. ii) Many trees uprooted.,IMD,211.0,10.0,2010.0,8.0,25.0,0,2010.0,8.0,25.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,1,1
4.0,"flood (mahanadi,its tributaries)","Gonda,Raipur",Chhattisgarh,i) About 1.5 lakh people affected. fishermen were reported ii) Low lying areas flooded.,IMD,,22.0,2010.0,7.0,23.0,0,2010.0,7.0,23.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Other,1,2,1
7.0,heavy rains,Bastar,Chhattisgarh,"i) About 7800 hectares of crop land affected. ii) About 800 houses completely,400 partially damaged. iii) Damage to public property reported. iv) Road transport on highways disrupted. ",IMD,374.0,22.0,2010.0,8.0,2.0,0,2010.0,8.0,2.0,3.0,-0.8660254037844385,-0.5000000000000004,1,Heavy Rain,1,1,1
2.0,heavy rains,"Dhamtari, Narayanpur, Rajnandgaon",Chhattisgarh,i) Low lying areas flooded. ii) Trees/electricity poles uprooted,IMD,,22.0,2010.0,9.0,7.0,1,2010.0,9.0,7.0,3.0,-1.0,-1.8369701987210297e-16,0,Heavy Rain,1,3,1
31.0,heavy rains,Most of the districts,Gujarat,i) About 20 houses partially damaged  ii) Estimated value of damage to public property about Rs. 630 lakhs reported. ,IMD,,24.0,2010.0,7.0,1.0,1,2010.0,7.0,1.0,3.0,-0.4999999999999997,-0.8660254037844388,1,Heavy Rain,1,1,1
31.0,heavy rains,Most of the districts,Gujarat,"i) About 250 houses fully,3500 houses partially damaged. ii) Estimated value of damage to public property about Rs. 4900 lakhs reported. ",IMD,,24.0,2010.0,8.0,1.0,1,2010.0,8.0,1.0,3.0,-0.8660254037844385,-0.5000000000000004,1,Heavy Rain,1,1,1
30.0,heavy rains,Most of the districts,Gujarat,"i) About 60 houses fully,1920 houses partially damaged ii) Estimated value of damage to public property about Rs. 1050 lakhs reported. ",IMD,,24.0,2010.0,9.0,1.0,1,2010.0,9.0,1.0,3.0,-1.0,-1.8369701987210297e-16,1,Heavy Rain,1,1,1
2.0,flood (yamuna),"Ambala, Jhajjar, Kaithal,Kurukshetra",Haryana,"i) About 5,000 thousand people affected. ii) Many places inundated. iii) Water,electricity supply disrupted. ",IMD,,6.0,2010.0,7.0,7.0,0,2010.0,7.0,7.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Other,1,4,1
2.0,flood (krishnavati),,Haryana,i) Damage to crops reported ii) NH-22 water logged. iii) Low lying areas flooded. iv) Trees/electricity poles uprooted.,IMD,,6.0,2010.0,8.0,19.0,0,2010.0,8.0,19.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Other,1,0,1
3.0,heavy rains,Sirmaur,Himachal Pradesh,i) Electric supply/ road traffic disrupted. ii) Few vehicles damaged.,IMD,24.0,2.0,2010.0,9.0,8.0,0,2010.0,9.0,8.0,3.0,-1.0,-1.8369701987210297e-16,0,Heavy Rain,1,1,1
1.0,heavy rains,Kullu,Himachal Pradesh,i) Road traffic disrupted. ii) Many trees uprooted.,IMD,20.0,2.0,2010.0,9.0,16.0,0,2010.0,9.0,16.0,3.0,-1.0,-1.8369701987210297e-16,0,Heavy Rain,1,1,1
3.0,heavy rains,"Kinnaur,Shimla",Himachal Pradesh,"i) Fruit,vegetable crops affected. ii) About 990 houses damaged. iii) Landslide reported. iv) Many trees uprooted. v) Electric supply/ road traffic disrupted. ",IMD,,2.0,2010.0,9.0,22.0,0,2010.0,9.0,22.0,3.0,-1.0,-1.8369701987210297e-16,0,Heavy Rain,1,2,1
1.0,heavy rains,Reasi,Jammu and Kashmir,i) Electric supply/ road traffic disrupted. ii) Damage to public property reported.,IMD,627.0,,2010.0,2.0,9.0,0,2010.0,2.0,9.0,1.0,0.8660254037844386,0.5000000000000001,0,Heavy Rain,1,1,1
1.0,heavy rains,"Kupwara,Reasi",Jammu and Kashmir,i) Several houses damaged. ii) Transport services disrupted.,IMD,,,2010.0,7.0,30.0,0,2010.0,7.0,30.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,2,1
1.0,heavy rains,Leh ladakh,Jammu and Kashmir,"i) Damage to agriculture reported.  ii) Landslide reported. iii) Massive destruction to public  property reported. iv) Thousands of tourists stranded at Leh,Manali. v) Electricity/Radio/television/ telephone services disrupted. ",IMD,9.0,,2010.0,8.0,6.0,1,2010.0,8.0,6.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,1,1
1.0,heavy rains,,Jammu and Kashmir,,IMD,,,2010.0,8.0,13.0,0,2010.0,8.0,13.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,0,1
1.0,flood (ujh),"Kathua, Rajouri",Jammu and Kashmir,,IMD,,,2010.0,8.0,26.0,0,2010.0,8.0,26.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Other,1,2,1
1.0,heavy rains,,Jammu and Kashmir,Landslide reported.,IMD,,,2010.0,10.0,22.0,0,2010.0,10.0,22.0,4.0,-0.8660254037844386,0.5000000000000001,0,Heavy Rain,1,0,1
1.0,heavy rains,Bengaluru Rural,Karnataka,i) Low lying areas inundated. ii) Many trees uprooted.,IMD,526.0,29.0,2010.0,5.0,16.0,0,2010.0,5.0,16.0,2.0,0.49999999999999994,-0.8660254037844387,0,Heavy Rain,1,1,1
1.0,heavy rains,"Ballari, Chitradurga,Udupi",Karnataka,i)Damage to public property reported. ii) Electricity/ television/ telephoneservices disrupted. ,IMD,,29.0,2010.0,5.0,20.0,0,2010.0,5.0,20.0,2.0,0.49999999999999994,-0.8660254037844387,0,Heavy Rain,1,3,1
1.0,heavy rains,"Bengaluru Rural,Kodagu",Karnataka,i) Low lying areas flooded. ii) Roof tops of many houses blown away. ,IMD,,29.0,2010.0,5.0,30.0,0,2010.0,5.0,30.0,2.0,0.49999999999999994,-0.8660254037844387,0,Heavy Rain,1,2,1
1.0,heavy rains,Bijapur,Karnataka,Electricity/television/ telephone services disrupted.,IMD,636.0,29.0,2010.0,6.0,17.0,0,2010.0,6.0,17.0,2.0,1.2246467991473532e-16,-1.0,0,Heavy Rain,1,1,1
1.0,heavy rains,Udupi,Karnataka,,IMD,549.0,29.0,2010.0,7.0,21.0,0,2010.0,7.0,21.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
5.0,heavy rains,"Belagavi, Dakshina Kannada, Uttar Kashia Kannada, Davangere, Gadag,Shivamogga",Karnataka,"i) Many people affected. ii) Damage to public,private property reported. ",IMD,,29.0,2010.0,7.0,27.0,0,2010.0,7.0,27.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,6,1
1.0,heavy rains,"Ballari,Bengaluru Rural",Karnataka,i) Low lying areas flooded. ii) Many trees uprooted.,IMD,,29.0,2010.0,8.0,21.0,0,2010.0,8.0,21.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,2,1
1.0,heavy rains,"Belagavi, Beedar, Gadag,Raichur",Karnataka,i) Normal life paralysed. ii) Electricity/television/telephone services disrupted. ,IMD,,29.0,2010.0,8.0,26.0,0,2010.0,8.0,26.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,4,1
1.0,heavy rains,Kalaburagi,Karnataka,,IMD,538.0,29.0,2010.0,8.0,30.0,0,2010.0,8.0,30.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,1,1
1.0,heavy rains,Kozhikode,Kerala,,IMD,561.0,32.0,2010.0,5.0,29.0,0,2010.0,5.0,29.0,2.0,0.49999999999999994,-0.8660254037844387,0,Heavy Rain,1,1,1
3.0,heavy rains,"Alappuzha, Ernakulam,Kozhikode",Kerala,"i) About 30,000 persons shifted to safer places. ii) Trees uprooted. iii) Road traffic disrupted. ",IMD,,32.0,2010.0,9.0,17.0,0,2010.0,9.0,17.0,3.0,-1.0,-1.8369701987210297e-16,0,Heavy Rain,1,3,1
6.0,"flood (karamana, neyyak,vamanapuram)","Alappuzha, Kollam Kozhikode, Malappuram,Thrissur, Thiruvananthapuram,Wayanad",Kerala,"i) About 500 acres of ginger,other person missing,3 crops damaged.ii) About 400 houses completely,1380 houses partially damaged. iii) About 3,000 persons shifted to safer places. iv) Loss to paddy crops worth about Rs. 2.5 crores reported. v) Low lying areas flooded. vi) Telecommunication,power supply disrupted. . vii) Trees,electric poles uprooted. viii) Road/rail /air traffic disrupted. ",IMD,,32.0,2010.0,10.0,3.0,1,2010.0,10.0,3.0,4.0,-0.8660254037844386,0.5000000000000001,0,Other,1,6,1
3.0,heavy rains,"Idukki,Thiruvananthapuram",Kerala,"i) Damage to banana, tapioca,beetle leaf,vegetables reported. ii) About 20 houses damaged. iii) Landslide reported. ",IMD,,32.0,2010.0,10.0,27.0,0,2010.0,10.0,27.0,4.0,-0.8660254037844386,0.5000000000000001,0,Heavy Rain,1,2,1
1.0,heavy rains,Thiruvananthapuram,Kerala,i) Landslide reported ii) Few houses damaged. iii) Low lying areas water logged. iv) Road traffic disrupted. ,IMD,565.0,32.0,2010.0,11.0,16.0,0,2010.0,11.0,16.0,4.0,-0.5000000000000004,0.8660254037844384,0,Heavy Rain,1,1,1
5.0,heavy rains,"Kozhikode, Palakkad, Pathanamthitta, Thiruvananthapuram,Wayanad",Kerala,"i) Damage to crops worth lakhs of rupees reported. ii) About 12,000 hectares of paddy fields submerged iii) Damage to banana,tapioca crops reported. iv) A poultry farm submerged. v) Landslide reported. vi) Low lying areas flooded. vii) Few houses damaged. ",IMD,,32.0,2010.0,11.0,20.0,0,2010.0,11.0,20.0,4.0,-0.5000000000000004,0.8660254037844384,0,Heavy Rain,1,5,1
2.0,heavy rains,"Pathanamthitta,Thiruvananthapuram",Kerala,i) About 30 houses damaged. ii) About 5000 vehicles stranded.,IMD,,32.0,2010.0,11.0,27.0,0,2010.0,11.0,27.0,4.0,-0.5000000000000004,0.8660254037844384,0,Heavy Rain,1,2,1
1.0,heavy rains,Thiruvananthapuram,Kerala,i) About Rs. 125 lakhs of crops damaged. ii) Landslide reported. iii) About 100 families shifted to relief camps. iv) About 600 houses damaged. v) Road/rail/air traffic disrupted. vi) Electric supply disrupted. vii) Low lying areas flooded. ,IMD,565.0,32.0,2010.0,12.0,8.0,0,2010.0,12.0,8.0,4.0,-2.4492935982947064e-16,1.0,0,Heavy Rain,1,1,1
1.0,heavy rains,Dhar,Madhya Pradesh,,IMD,536.0,23.0,2010.0,6.0,13.0,0,2010.0,6.0,13.0,2.0,1.2246467991473532e-16,-1.0,0,Heavy Rain,1,1,1
1.0,heavy rains,Chhindwara,Madhya Pradesh,,IMD,399.0,23.0,2010.0,7.0,3.0,0,2010.0,7.0,3.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
3.0,heavy rains,"Ahmednagar, Akola, Buldhana, Parbhani, Pune,Satara",Maharashtra,"i) Grapes in nearly 12,000 hectares damaged of about 2,000 farmers. ii) Widespread damage to standing crops jawar, wheat,gram, onion,fruit orchards reported. ",IMD,,27.0,2010.0,3.0,12.0,0,2010.0,3.0,12.0,1.0,1.0,6.123233995736766e-17,0,Heavy Rain,1,6,1
4.0,heavy rains,"Aurangabad, Nandurbar, Pune,Thane",Maharashtra,"i) About 100 trees uprooted. ii) Roofs of houses blown away. iii) Banana,Papaya plantations damaged. iv) Walls of few houses collapsed.. v) Some vehicles swept away. ",IMD,,27.0,2010.0,6.0,11.0,1,2010.0,6.0,11.0,2.0,1.2246467991473532e-16,-1.0,0,Heavy Rain,1,4,1
1.0,heavy rains,"Beed,Mumbai",Maharashtra,i) About 100 trees uprooted. ii) Rail/road traffic disrupted. ,IMD,,27.0,2010.0,6.0,16.0,0,2010.0,6.0,16.0,2.0,1.2246467991473532e-16,-1.0,0,Heavy Rain,1,2,1
3.0,heavy rains,"Beed,Bhandara, Mumbai,Yavatmal",Maharashtra,,IMD,,27.0,2010.0,6.0,18.0,0,2010.0,6.0,18.0,2.0,1.2246467991473532e-16,-1.0,0,Heavy Rain,1,4,1
3.0,heavy rains,"Mumbai, Nandurbar, Ratnagiri,Yavatmal",Maharashtra,i)Landslide reported. ii) A wall collapsed. ,IMD,,27.0,2010.0,6.0,24.0,0,2010.0,6.0,24.0,2.0,1.2246467991473532e-16,-1.0,0,Heavy Rain,1,4,1
3.0,heavy rains,"Amravati,Washim",Maharashtra,,IMD,,27.0,2010.0,6.0,29.0,0,2010.0,6.0,29.0,2.0,1.2246467991473532e-16,-1.0,0,Heavy Rain,1,2,1
1.0,heavy rains,"Mumbai, Nanded, Parbhani",Maharashtra,Air/rail/road traffic disrupted.,IMD,,27.0,2010.0,7.0,3.0,0,2010.0,7.0,3.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,3,1
2.0,heavy rains,"Chandrapur,Gadchiroli",Maharashtra,Communication to about 25 villages disrupted.,IMD,,27.0,2010.0,7.0,7.0,0,2010.0,7.0,7.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,2,1
3.0,heavy rains,"Mumbai,Ratnagiri",Maharashtra,i) About 85 houses collapsed. ii) Air/rail traffic disrupted.,IMD,,27.0,2010.0,7.0,23.0,1,2010.0,7.0,23.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,2,1
1.0,heavy rains,"Raigarh,Satara",Maharashtra,i) Several people affected ii) Few houses collapsed. jii) Low lying areas flooded.,IMD,,27.0,2010.0,7.0,26.0,1,2010.0,7.0,26.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,2,1
2.0,heavy rains,"Gadchiroli,Mumbai",Maharashtra,i) Many villages affected. ii) Road communication disrupted. ,IMD,,27.0,2010.0,8.0,5.0,0,2010.0,8.0,5.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,2,1
1.0,heavy rains,"Akola, Amravati, Buldhana,Washim",Maharashtra,i) Several people affected ii) Low lying areas flooded. iii) Many trees uprooted. iv) Rail/road traffic disrupted. ,IMD,,27.0,2010.0,8.0,9.0,1,2010.0,8.0,9.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,4,1
4.0,heavy rains,"Buldhana, Mumbai,Yavatmal",Maharashtra,i) Landslide reported. ii) Few houses collapsed. iii) Rail service disrupted. ,IMD,,27.0,2010.0,8.0,17.0,1,2010.0,8.0,17.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,3,1
1.0,heavy rains,Thane,Maharashtra,,IMD,497.0,27.0,2010.0,8.0,30.0,0,2010.0,8.0,30.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,1,1
1.0,heavy rains,Gadchiroli,Maharashtra,,IMD,475.0,27.0,2010.0,9.0,5.0,0,2010.0,9.0,5.0,3.0,-1.0,-1.8369701987210297e-16,0,Heavy Rain,1,1,1
2.0,,"Amravati, Chandrapur,Gondia",Maharashtra,i) Damage to crops reported. ii) A lake wall breached.,IMD,,27.0,2010.0,9.0,9.0,1,2010.0,9.0,9.0,3.0,-1.0,-1.8369701987210297e-16,0,Other,1,3,1
1.0,heavy rains,Nagpur,Maharashtra,,IMD,484.0,27.0,2010.0,9.0,16.0,0,2010.0,9.0,16.0,3.0,-1.0,-1.8369701987210297e-16,0,Heavy Rain,1,1,1
8.0,heavy rains,"Jalgaon, Pune,Satara",Maharashtra,"i) Damage to bajara crops, vegetables,sugarcane in 150 acres of land reported. ii) Electric supply disrupted. ",IMD,,27.0,2010.0,9.0,23.0,0,2010.0,9.0,23.0,3.0,-1.0,-1.8369701987210297e-16,1,Heavy Rain,1,3,1
1.0,heavy rains,Pune,Maharashtra,i) Many houses flooded. ii) Damage to public/private property reported. ,IMD,490.0,27.0,2010.0,10.0,4.0,0,2010.0,10.0,4.0,4.0,-0.8660254037844386,0.5000000000000001,0,Heavy Rain,1,1,1
1.0,heavy rains,Aizawl,Mizoram,Landslide reported.,IMD,261.0,15.0,2010.0,9.0,14.0,0,2010.0,9.0,14.0,3.0,-1.0,-1.8369701987210297e-16,0,Heavy Rain,1,1,1
2.0,heavy rains,Parts of Orissa,Odisha,Many people affected.,IMD,,21.0,2010.0,7.0,24.0,0,2010.0,7.0,24.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
2.0,heavy rains,"Bargarh, Kalahandi, Koraput, Malkangiri",Odisha,i) Damage to crops in about 6500 hectares reported. ii) About 4600 houses damaged. iii) Damage to thousand hectares of paddy crops reported. ,IMD,,21.0,2010.0,8.0,5.0,0,2010.0,8.0,5.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,4,1
2.0,heavy rains,"Ludhiana,Patiala",Punjab,Heavy damage to crops reported.,IMD,,3.0,2010.0,7.0,7.0,0,2010.0,7.0,7.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,2,1
1.0,heavy rains,"Sirohi,Udaipur",Rajasthan,,IMD,,8.0,2010.0,7.0,4.0,0,2010.0,7.0,4.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,2,1
4.0,heavy rains,"Ajmer,Barmer, Bikaner, Churu, Dholpur, Jaisalmer,Jalore, Jodhpur,Tonk",Rajasthan,,IMD,,8.0,2010.0,7.0,22.0,0,2010.0,7.0,22.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,9,1
5.0,heavy rains,"Banswara, Jaipur,Jaisalmer, Kota, Pali, Sikar,Sirohi",Rajasthan,250 Kachchhha houses collapsed.,IMD,,8.0,2010.0,8.0,14.0,1,2010.0,8.0,14.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,7,1
1.0,heavy rains,Bharatpur,Rajasthan,,IMD,760.0,8.0,2010.0,9.0,2.0,0,2010.0,9.0,2.0,3.0,-1.0,-1.8369701987210297e-16,0,Heavy Rain,1,1,1
