Sl,Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Station_Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Flood?
677,Barisal,2005,6,36.5,27.1,326.0,88.0,0.9,6.1,4.4,41950,536809.8,510151.9,22.7,90.36,4,2005.06,1
678,Barisal,2005,7,33.2,25.9,463.0,93.0,1.3,6.6,4.5,41950,536809.8,510151.9,22.7,90.36,4,2005.07,1
679,Barisal,2005,8,35.5,26.2,302.0,93.0,0.9,6.9,2.9,41950,536809.8,510151.9,22.7,90.36,4,2005.08,1
680,Barisal,2005,9,35.2,26.0,174.0,89.0,0.8,6.0,4.2,41950,536809.8,510151.9,22.7,90.36,4,2005.09,1
681,Barisal,2005,10,35.0,24.3,415.0,89.0,0.5,4.9,5.3,41950,536809.8,510151.9,22.7,90.36,4,2005.1,1
688,Barisal,2006,5,36.2,25.4,274.0,83.0,1.3,4.8,6.0,41950,536809.8,510151.9,22.7,90.36,4,2006.05,1
689,Barisal,2006,6,36.5,26.6,352.0,89.0,1.3,6.4,3.4,41950,536809.8,510151.9,22.7,90.36,4,2006.06,1
690,Barisal,2006,7,33.5,26.2,384.0,91.0,1.4,6.8,3.8,41950,536809.8,510151.9,22.7,90.36,4,2006.07,1
691,Barisal,2006,8,33.7,25.9,378.0,89.0,1.6,6.8,4.4,41950,536809.8,510151.9,22.7,90.36,4,2006.08,1
692,Barisal,2006,9,35.0,25.9,522.0,89.0,0.9,5.7,5.2,41950,536809.8,510151.9,22.7,90.36,4,2006.09,1
701,Barisal,2007,6,35.0,26.3,471.0,88.0,1.2,6.1,4.1,41950,536809.8,510151.9,22.7,90.36,4,2007.06,1
702,Barisal,2007,7,33.5,25.9,560.0,91.0,1.2,6.9,2.2,41950,536809.8,510151.9,22.7,90.36,4,2007.07,1
703,Barisal,2007,8,35.0,26.4,218.0,88.0,0.9,6.3,4.5,41950,536809.8,510151.9,22.7,90.36,4,2007.08,1
704,Barisal,2007,9,34.8,25.8,326.0,91.0,0.9,6.5,3.4,41950,536809.8,510151.9,22.7,90.36,4,2007.09,1
705,Barisal,2007,10,35.5,23.6,357.0,88.0,0.4,3.8,6.6,41950,536809.8,510151.9,22.7,90.36,4,2007.1,1
713,Barisal,2008,6,35.5,26.0,239.0,89.0,1.3,6.6,2.9,41950,536809.8,510151.9,22.7,90.36,4,2008.06,1
714,Barisal,2008,7,33.4,25.9,550.0,90.0,1.1,7.1,2.8,41950,536809.8,510151.9,22.7,90.36,4,2008.07,1
715,Barisal,2008,8,33.5,26.1,357.0,88.0,0.9,6.1,4.1,41950,536809.8,510151.9,22.7,90.36,4,2008.08,1
716,Barisal,2008,9,34.5,25.8,210.0,88.0,0.8,5.5,5.0,41950,536809.8,510151.9,22.7,90.36,4,2008.09,1
717,Barisal,2008,10,34.5,23.5,341.0,87.0,0.4,3.3,6.6,41950,536809.8,510151.9,22.7,90.36,4,2008.1,1
726,Barisal,2009,7,34.5,26.2,542.0,89.0,3.1,6.7,3.7,41950,536809.8,510151.9,22.7,90.36,4,2009.07,1
727,Barisal,2009,8,35.5,26.1,518.0,89.0,2.0,6.6,4.0,41950,536809.8,510151.9,22.7,90.36,4,2009.08,1
736,Barisal,2010,5,36.3,25.8,212.0,81.0,3.8,5.6,6.7,41950,536809.8,510151.9,22.7,90.36,4,2010.05,1
737,Barisal,2010,6,35.1,26.4,481.0,88.0,2.7,6.6,3.8,41950,536809.8,510151.9,22.7,90.36,4,2010.06,1
738,Barisal,2010,7,34.0,26.7,251.0,87.0,2.0,6.1,4.8,41950,536809.8,510151.9,22.7,90.36,4,2010.07,1
741,Barisal,2010,10,35.6,25.0,275.0,86.0,0.5,3.9,7.0,41950,536809.8,510151.9,22.7,90.36,4,2010.1,1
749,Barisal,2011,6,35.6,26.3,481.0,88.0,3.5,6.3,3.6,41950,536809.8,510151.9,22.7,90.36,4,2011.06,1
750,Barisal,2011,7,35.0,26.4,314.0,87.0,3.0,5.9,4.8,41950,536809.8,510151.9,22.7,90.36,4,2011.07,1
751,Barisal,2011,8,35.6,25.9,428.0,90.0,2.9,6.5,3.4,41950,536809.8,510151.9,22.7,90.36,4,2011.08,1
752,Barisal,2011,9,35.5,25.9,337.0,89.0,2.9,5.8,4.2,41950,536809.8,510151.9,22.7,90.36,4,2011.09,1
759,Barisal,2012,4,37.3,23.7,223.0,79.0,2.9,4.1,7.3,41950,536809.8,510151.9,22.7,90.36,4,2012.04,1
761,Barisal,2012,6,36.7,27.2,205.0,86.0,2.3,6.6,3.8,41950,536809.8,510151.9,22.7,90.36,4,2012.06,1
762,Barisal,2012,7,34.2,26.5,275.0,89.0,2.2,6.9,3.7,41950,536809.8,510151.9,22.7,90.36,4,2012.07,1
763,Barisal,2012,8,34.6,26.2,270.0,87.0,1.8,6.5,5.1,41950,536809.8,510151.9,22.7,90.36,4,2012.08,1
764,Barisal,2012,9,35.0,26.0,381.0,90.0,1.3,5.9,4.1,41950,536809.8,510151.9,22.7,90.36,4,2012.09,1
772,Barisal,2013,5,37.5,24.8,701.0,87.0,4.1,6.9,3.8,41950,536809.8,510151.9,22.7,90.36,4,2013.05,1
773,Barisal,2013,6,36.0,26.8,277.0,85.0,2.4,5.7,5.7,41950,536809.8,510151.9,22.7,90.36,4,2013.06,1
774,Barisal,2013,7,33.0,26.5,377.0,87.0,3.1,6.4,4.7,41950,536809.8,510151.9,22.7,90.36,4,2013.07,1
775,Barisal,2013,8,34.0,26.2,398.0,88.0,2.5,6.4,4.0,41950,536809.8,510151.9,22.7,90.36,4,2013.08,1
776,Barisal,2013,9,35.0,26.0,312.0,88.0,2.0,5.7,4.2,41950,536809.8,510151.9,22.7,90.36,4,2013.09,1
787,Bhola,1966,8,31.8,25.3,545.0,89.06382979,5.6,7.2,3.666666667,41951,567637.6,510271.8,22.7,90.66,5,1966.08,1
788,Bhola,1966,9,32.9,24.3,373.0,88.53191489,4.4,5.8,3.787878788,41951,567637.6,510271.8,22.7,90.66,5,1966.09,1
798,Bhola,1967,7,32.8,25.4,572.0,89.0,4.2,7.1,2.845454545,41951,567637.6,510271.8,22.7,90.66,5,1967.07,1
799,Bhola,1967,8,32.9,25.4,606.0,88.0,4.2,6.8,3.666666667,41951,567637.6,510271.8,22.7,90.66,5,1967.08,1
801,Bhola,1967,10,32.4,22.7,441.0,89.0,2.2,2.7,5.606060606,41951,567637.6,510271.8,22.7,90.66,5,1967.1,1
810,Bhola,1968,7,32.7,25.8,505.0,90.0,3.6,7.1,2.845454545,41951,567637.6,510271.8,22.7,90.66,5,1968.07,1
811,Bhola,1968,8,33.1,25.7,374.0,90.0,1.9,7.5,3.666666667,41951,567637.6,510271.8,22.7,90.66,5,1968.08,1
819,Bhola,1969,4,35.6,23.6,320.0,85.0,4.1,4.1,6.948484848,41951,567637.6,510271.8,22.7,90.66,5,1969.04,1
822,Bhola,1969,7,31.4,25.6,662.0,90.0,4.5,7.7,2.845454545,41951,567637.6,510271.8,22.7,90.66,5,1969.07,1
823,Bhola,1969,8,32.1,25.0,597.0,91.0,3.6,7.6,3.666666667,41951,567637.6,510271.8,22.7,90.66,5,1969.08,1
824,Bhola,1969,9,33.6,25.2,456.0,87.0,1.2,6.5,3.787878788,41951,567637.6,510271.8,22.7,90.66,5,1969.09,1
825,Bhola,1969,10,33.9,23.6,53.0,85.0,2.9,3.9,5.606060606,41951,567637.6,510271.8,22.7,90.66,5,1969.1,1
833,Bhola,1970,6,34.7,24.3,402.0,92.0,4.9,7.5,3.306060606,41951,567637.6,510271.8,22.7,90.66,5,1970.06,1
834,Bhola,1970,7,34.1,26.0,416.0,90.0,2.4,6.7,2.845454545,41951,567637.6,510271.8,22.7,90.66,5,1970.07,1
836,Bhola,1970,9,32.7,24.8,503.0,92.0,3.4,6.4,3.787878788,41951,567637.6,510271.8,22.7,90.66,5,1970.09,1
845,Bhola,1971,6,31.9,25.2,584.0,88.0,2.5,6.8,3.306060606,41951,567637.6,510271.8,22.7,90.66,5,1971.06,1
846,Bhola,1971,7,32.4,25.2,409.0,90.0,2.0,6.9,2.845454545,41951,567637.6,510271.8,22.7,90.66,5,1971.07,1
848,Bhola,1971,9,34.1,25.4,409.0,88.0,1.5,6.8,3.787878788,41951,567637.6,510271.8,22.7,90.66,5,1971.09,1
857,Bhola,1972,6,35.2,25.7,512.0,88.0,1.0,5.4,3.306060606,41951,567637.6,510271.8,22.7,90.66,5,1972.06,1
859,Bhola,1972,8,32.4,25.0,586.0,91.0,1.2,6.0,3.666666667,41951,567637.6,510271.8,22.7,90.66,5,1972.08,1
868,Bhola,1973,5,34.1,24.1,500.0,84.0,1.6,5.4,5.724242424,41951,567637.6,510271.8,22.7,90.66,5,1973.05,1
869,Bhola,1973,6,32.5,25.6,434.0,88.0,1.5,5.9,3.306060606,41951,567637.6,510271.8,22.7,90.66,5,1973.06,1
870,Bhola,1973,7,32.3,25.9,445.0,90.0,2.6,6.3,2.845454545,41951,567637.6,510271.8,22.7,90.66,5,1973.07,1
881,Bhola,1974,6,33.6,22.8,433.0,89.0,1.1,6.1,3.306060606,41951,567637.6,510271.8,22.7,90.66,5,1974.06,1
882,Bhola,1974,7,31.7,22.2,817.0,93.0,0.8,6.9,2.845454545,41951,567637.6,510271.8,22.7,90.66,5,1974.07,1
883,Bhola,1974,8,33.4,25.7,437.0,93.0,1.8,6.7,3.666666667,41951,567637.6,510271.8,22.7,90.66,5,1974.08,1
893,Bhola,1975,6,34.9,25.0,428.0,87.0,1.0,5.0,3.306060606,41951,567637.6,510271.8,22.7,90.66,5,1975.06,1
894,Bhola,1975,7,32.4,24.5,597.0,93.0,0.8,6.3,2.845454545,41951,567637.6,510271.8,22.7,90.66,5,1975.07,1
905,Bhola,1976,6,32.9,24.0,414.0,89.0,0.7,5.8,3.306060606,41951,567637.6,510271.8,22.7,90.66,5,1976.06,1
906,Bhola,1976,7,32.4,24.6,530.0,91.0,1.3,6.2,2.845454545,41951,567637.6,510271.8,22.7,90.66,5,1976.07,1
907,Bhola,1976,8,32.4,24.4,669.0,92.0,0.6,6.1,3.666666667,41951,567637.6,510271.8,22.7,90.66,5,1976.08,1
917,Bhola,1977,6,33.4,25.2,672.0,89.0,0.4,6.0,3.306060606,41951,567637.6,510271.8,22.7,90.66,5,1977.06,1
918,Bhola,1977,7,33.2,25.9,462.0,89.0,0.7,6.5,2.845454545,41951,567637.6,510271.8,22.7,90.66,5,1977.07,1
928,Bhola,1978,5,36.8,24.5,517.0,83.0,1.3,5.3,5.724242424,41951,567637.6,510271.8,22.7,90.66,5,1978.05,1
929,Bhola,1978,6,32.9,25.4,512.0,87.0,0.7,5.9,3.306060606,41951,567637.6,510271.8,22.7,90.66,5,1978.06,1
930,Bhola,1978,7,36.3,25.4,513.0,87.0,0.7,5.7,2.845454545,41951,567637.6,510271.8,22.7,90.66,5,1978.07,1
931,Bhola,1978,8,34.7,25.5,586.0,87.0,1.0,5.8,3.666666667,41951,567637.6,510271.8,22.7,90.66,5,1978.08,1
952,Bhola,1980,5,35.0,24.6,749.0,84.0,1.1,4.6,5.724242424,41951,567637.6,510271.8,22.7,90.66,5,1980.05,1
954,Bhola,1980,7,31.9,25.9,678.0,90.0,0.9,6.4,2.845454545,41951,567637.6,510271.8,22.7,90.66,5,1980.07,1
965,Bhola,1981,6,34.4,25.9,553.0,86.0,1.1,5.4,4.4,41951,567637.6,510271.8,22.7,90.66,5,1981.06,1
966,Bhola,1981,7,32.2,25.6,568.0,90.0,1.1,6.7,2.5,41951,567637.6,510271.8,22.7,90.66,5,1981.07,1
979,Bhola,1982,8,31.4,25.9,579.0,89.0,1.1,6.3,4.1,41951,567637.6,510271.8,22.7,90.66,5,1982.08,1
989,Bhola,1983,6,35.4,26.0,574.0,89.0,1.0,5.8,4.3,41951,567637.6,510271.8,22.7,90.66,5,1983.06,1
990,Bhola,1983,7,34.4,26.5,521.0,90.0,0.7,5.6,3.6,41951,567637.6,510271.8,22.7,90.66,5,1983.07,1
991,Bhola,1983,8,34.0,25.9,501.0,87.0,1.0,5.8,4.3,41951,567637.6,510271.8,22.7,90.66,5,1983.08,1
1001,Bhola,1984,6,35.6,25.8,904.0,89.0,1.2,6.5,2.4,41951,567637.6,510271.8,22.7,90.66,5,1984.06,1
1002,Bhola,1984,7,33.5,25.6,444.0,88.0,0.8,6.0,3.4,41951,567637.6,510271.8,22.7,90.66,5,1984.07,1
1003,Bhola,1984,8,34.8,25.6,467.0,89.0,0.7,6.2,2.4,41951,567637.6,510271.8,22.7,90.66,5,1984.08,1
1026,Bhola,1986,7,35.1,25.8,451.0,88.0,0.7,5.5,2.5,41951,567637.6,510271.8,22.7,90.66,5,1986.07,1
1028,Bhola,1986,9,34.6,24.9,563.0,89.0,0.5,5.9,2.8,41951,567637.6,510271.8,22.7,90.66,5,1986.09,1
1038,Bhola,1987,7,34.2,26.0,660.0,90.0,0.7,6.6,0.9,41951,567637.6,510271.8,22.7,90.66,5,1987.07,1
1039,Bhola,1987,8,34.2,25.9,893.0,88.0,0.4,6.2,3.2,41951,567637.6,510271.8,22.7,90.66,5,1987.08,1
1049,Bhola,1988,6,35.0,25.5,700.0,89.0,0.9,5.9,3.3,41951,567637.6,510271.8,22.7,90.66,5,1988.06,1
1050,Bhola,1988,7,34.3,26.0,417.0,91.0,0.8,6.6,2.5,41951,567637.6,510271.8,22.7,90.66,5,1988.07,1
1051,Bhola,1988,8,32.2,26.2,416.0,90.0,0.7,6.7,2.1,41951,567637.6,510271.8,22.7,90.66,5,1988.08,1
1061,Bhola,1989,6,36.0,25.9,533.0,88.0,1.4,5.3,3.4,41951,567637.6,510271.8,22.7,90.66,5,1989.06,1
1064,Bhola,1989,9,34.0,25.8,378.0,90.0,0.7,5.6,3.1,41951,567637.6,510271.8,22.7,90.66,5,1989.09,1
1073,Bhola,1990,6,34.0,26.3,358.0,89.0,1.0,5.9,2.7,41951,567637.6,510271.8,22.7,90.66,5,1990.06,1
1074,Bhola,1990,7,32.0,25.8,374.0,90.0,0.9,6.8,2.5,41951,567637.6,510271.8,22.7,90.66,5,1990.07,1
1085,Bhola,1991,6,34.2,26.0,732.0,91.0,0.9,6.0,2.2,41951,567637.6,510271.8,22.7,90.66,5,1991.06,1
1087,Bhola,1991,8,35.5,26.1,396.0,92.0,0.9,6.3,3.4,41951,567637.6,510271.8,22.7,90.66,5,1991.08,1
1098,Bhola,1992,7,33.0,25.6,382.0,90.0,1.0,6.7,2.2,41951,567637.6,510271.8,22.7,90.66,5,1992.07,1
1109,Bhola,1993,6,33.4,25.6,631.0,89.0,1.3,6.3,3.4,41951,567637.6,510271.8,22.7,90.66,5,1993.06,1
1110,Bhola,1993,7,32.5,26.0,473.0,91.0,0.9,6.3,2.7,41951,567637.6,510271.8,22.7,90.66,5,1993.07,1
1111,Bhola,1993,8,33.0,26.2,681.0,91.0,0.8,6.5,2.8,41951,567637.6,510271.8,22.7,90.66,5,1993.08,1
1121,Bhola,1994,6,34.8,26.0,559.0,88.0,1.1,5.9,2.8,41951,567637.6,510271.8,22.7,90.66,5,1994.06,1
1158,Bhola,1997,7,33.8,26.0,523.0,91.0,1.0,5.9,1.8,41951,567637.6,510271.8,22.7,90.66,5,1997.07,1
1160,Bhola,1997,9,34.2,25.4,439.0,90.0,0.9,5.2,3.7,41951,567637.6,510271.8,22.7,90.66,5,1997.09,1
1170,Bhola,1998,7,33.2,25.8,500.0,94.0,1.0,6.2,1.8,41951,567637.6,510271.8,22.7,90.66,5,1998.07,1
1171,Bhola,1998,8,33.6,26.1,483.0,93.0,0.7,5.6,1.9,41951,567637.6,510271.8,22.7,90.66,5,1998.08,1
1182,Bhola,1999,7,33.6,25.5,590.0,91.0,0.8,6.3,1.4,41951,567637.6,510271.8,22.7,90.66,5,1999.07,1
1183,Bhola,1999,8,33.0,25.6,432.0,92.0,0.7,6.3,2.2,41951,567637.6,510271.8,22.7,90.66,5,1999.08,1
1184,Bhola,1999,9,33.5,25.4,398.0,90.0,0.5,5.6,1.8,41951,567637.6,510271.8,22.7,90.66,5,1999.09,1
1185,Bhola,1999,10,34.0,24.6,436.0,89.0,0.3,4.7,2.5,41951,567637.6,510271.8,22.7,90.66,5,1999.1,1
1193,Bhola,2000,6,33.5,25.7,416.0,89.0,0.8,5.8,3.3,41951,567637.6,510271.8,22.7,90.66,5,2000.06,1
1194,Bhola,2000,7,34.2,25.9,432.0,90.0,0.7,5.6,3.7,41951,567637.6,510271.8,22.7,90.66,5,2000.07,1
1205,Bhola,2001,6,32.7,25.5,892.0,93.0,1.0,6.5,2.1,41951,567637.6,510271.8,22.7,90.66,5,2001.06,1
1206,Bhola,2001,7,32.0,26.0,406.0,90.0,1.0,6.2,2.8,41951,567637.6,510271.8,22.7,90.66,5,2001.07,1
1217,Bhola,2002,6,32.5,25.8,474.0,90.0,0.7,5.7,3.1,41951,567637.6,510271.8,22.7,90.66,5,2002.06,1
1218,Bhola,2002,7,33.4,25.5,576.0,92.0,0.8,6.9,1.4,41951,567637.6,510271.8,22.7,90.66,5,2002.07,1
1219,Bhola,2002,8,33.0,25.8,421.0,90.0,0.6,5.8,4.0,41951,567637.6,510271.8,22.7,90.66,5,2002.08,1
1229,Bhola,2003,6,35.8,25.6,593.0,89.0,1.1,6.2,1.8,41951,567637.6,510271.8,22.7,90.66,5,2003.06,1
1241,Bhola,2004,6,35.5,25.4,580.0,89.0,0.6,5.2,2.7,41951,567637.6,510271.8,22.7,90.66,5,2004.06,1
1242,Bhola,2004,7,33.8,25.8,467.0,89.0,0.9,5.9,3.4,41951,567637.6,510271.8,22.7,90.66,5,2004.07,1
1243,Bhola,2004,8,32.8,25.9,460.0,89.0,0.8,5.4,4.1,41951,567637.6,510271.8,22.7,90.66,5,2004.08,1
1244,Bhola,2004,9,33.8,25.6,993.0,91.0,0.5,5.5,2.7,41951,567637.6,510271.8,22.7,90.66,5,2004.09,1
1267,Bhola,2006,8,34.0,26.0,447.0,88.0,1.0,6.0,4.7,41951,567637.6,510271.8,22.7,90.66,5,2006.08,1
1268,Bhola,2006,9,34.2,25.9,626.0,88.0,0.7,4.9,4.9,41951,567637.6,510271.8,22.7,90.66,5,2006.09,1
1277,Bhola,2007,6,35.0,26.1,440.0,88.0,0.8,5.7,3.5,41951,567637.6,510271.8,22.7,90.66,5,2007.06,1
1278,Bhola,2007,7,32.5,25.7,511.0,91.0,0.8,6.4,1.4,41951,567637.6,510271.8,22.7,90.66,5,2007.07,1
1280,Bhola,2007,9,34.0,25.8,411.0,90.0,0.6,6.0,2.2,41951,567637.6,510271.8,22.7,90.66,5,2007.09,1
1290,Bhola,2008,7,32.8,25.9,729.0,92.0,0.7,6.5,2.5,41951,567637.6,510271.8,22.7,90.66,5,2008.07,1
1293,Bhola,2008,10,34.0,23.6,348.0,88.0,0.3,2.8,6.7,41951,567637.6,510271.8,22.7,90.66,5,2008.1,1
1302,Bhola,2009,7,35.0,26.2,544.0,93.0,1.5,6.3,3.5,41951,567637.6,510271.8,22.7,90.66,5,2009.07,1
1303,Bhola,2009,8,34.5,26.1,448.0,91.0,1.3,6.3,4.1,41951,567637.6,510271.8,22.7,90.66,5,2009.08,1
1313,Bhola,2010,6,34.5,26.3,401.0,90.0,1.0,6.1,3.4,41951,567637.6,510271.8,22.7,90.66,5,2010.06,1
1314,Bhola,2010,7,33.8,26.5,353.0,90.0,0.7,6.0,4.7,41951,567637.6,510271.8,22.7,90.66,5,2010.07,1
1317,Bhola,2010,10,35.8,25.1,442.0,85.0,0.9,3.5,6.7,41951,567637.6,510271.8,22.7,90.66,5,2010.1,1
1325,Bhola,2011,6,34.6,26.1,425.0,88.0,1.3,6.1,3.5,41951,567637.6,510271.8,22.7,90.66,5,2011.06,1
1326,Bhola,2011,7,34.2,26.2,398.0,88.0,1.2,5.4,4.0,41951,567637.6,510271.8,22.7,90.66,5,2011.07,1
1327,Bhola,2011,8,35.0,25.8,383.0,89.0,1.7,6.0,3.3,41951,567637.6,510271.8,22.7,90.66,5,2011.08,1
1348,Bhola,2013,5,36.0,24.6,655.0,86.0,3.1,6.1,2.6,41951,567637.6,510271.8,22.7,90.66,5,2013.05,1
1350,Bhola,2013,7,33.0,26.3,327.0,88.0,2.4,6.1,3.4,41951,567637.6,510271.8,22.7,90.66,5,2013.07,1
1351,Bhola,2013,8,33.5,26.0,477.0,90.0,1.9,5.8,3.1,41951,567637.6,510271.8,22.7,90.66,5,2013.08,1
1362,Bogra,1948,7,33.1,26.4,363.71875,86.1875,1.577777778,6.2,4.435849057,41883,435303.7,751187.5,24.88,89.36,20,1948.07,1
1374,Bogra,1949,7,32.0,26.1,363.71875,86.1875,1.577777778,6.1,4.435849057,41883,435303.7,751187.5,24.88,89.36,20,1949.07,1
1387,Bogra,1950,8,32.2,26.2,555.0,89.0,1.424074074,7.1,5.001886792,41883,435303.7,751187.5,24.88,89.36,20,1950.08,1
1398,Bogra,1951,7,32.0,26.1,390.0,86.0,1.577777778,6.8,4.435849057,41883,435303.7,751187.5,24.88,89.36,20,1951.07,1
1409,Bogra,1952,6,37.1,25.7,393.0,82.0,1.701851852,5.8,4.939622642,41883,435303.7,751187.5,24.88,89.36,20,1952.06,1
1410,Bogra,1952,7,35.8,26.0,336.0,84.0,1.577777778,6.8,4.435849057,41883,435303.7,751187.5,24.88,89.36,20,1952.07,1
1412,Bogra,1952,9,35.4,25.9,376.0,84.0,1.205555556,6.2,5.447169811,41883,435303.7,751187.5,24.88,89.36,20,1952.09,1
1424,Bogra,1953,9,32.5,25.6,351.0,87.0,1.205555556,6.0,5.447169811,41883,435303.7,751187.5,24.88,89.36,20,1953.09,1
1433,Bogra,1954,6,33.9,25.2,597.0,89.0,1.701851852,6.6,4.939622642,41883,435303.7,751187.5,24.88,89.36,20,1954.06,1
1434,Bogra,1954,7,32.0,26.1,501.0,89.0,1.577777778,7.0,4.435849057,41883,435303.7,751187.5,24.88,89.36,20,1954.07,1
1446,Bogra,1955,7,32.0,26.1,504.0,89.0,1.577777778,6.8,4.435849057,41883,435303.7,751187.5,24.88,89.36,20,1955.07,1
1447,Bogra,1955,8,32.2,26.2,505.0,89.0,1.424074074,6.6,5.001886792,41883,435303.7,751187.5,24.88,89.36,20,1955.08,1
1448,Bogra,1955,9,32.5,25.6,332.0,86.0,1.205555556,5.8,5.447169811,41883,435303.7,751187.5,24.88,89.36,20,1955.09,1
1457,Bogra,1956,6,37.8,25.3,467.0,88.0,1.701851852,6.6,4.939622642,41883,435303.7,751187.5,24.88,89.36,20,1956.06,1
1459,Bogra,1956,8,32.2,26.2,515.0,87.0,1.424074074,6.2,5.001886792,41883,435303.7,751187.5,24.88,89.36,20,1956.08,1
1470,Bogra,1957,7,32.0,26.1,490.0,87.0,1.577777778,6.0,4.435849057,41883,435303.7,751187.5,24.88,89.36,20,1957.07,1
1482,Bogra,1958,7,37.8,26.7,372.0,83.0,1.577777778,5.5,4.435849057,41883,435303.7,751187.5,24.88,89.36,20,1958.07,1
1483,Bogra,1958,8,34.7,26.1,442.0,88.0,1.424074074,6.2,5.001886792,41883,435303.7,751187.5,24.88,89.36,20,1958.08,1
1484,Bogra,1958,9,33.4,26.5,303.0,85.0,1.205555556,5.0,5.447169811,41883,435303.7,751187.5,24.88,89.36,20,1958.09,1
1495,Bogra,1959,8,34.1,26.2,722.0,87.0,1.424074074,6.1,5.001886792,41883,435303.7,751187.5,24.88,89.36,20,1959.08,1
1497,Bogra,1959,10,32.2,23.3,633.0,88.0,0.809259259,4.3,7.4,41883,435303.7,751187.5,24.88,89.36,20,1959.1,1
1508,Bogra,1960,9,42.6,25.9,406.0,90.0,1.0,6.1,5.447169811,41883,435303.7,751187.5,24.88,89.36,20,1960.09,1
1519,Bogra,1961,8,34.2,26.3,492.0,89.0,1.0,5.9,5.9,41883,435303.7,751187.5,24.88,89.36,20,1961.08,1
1542,Bogra,1963,7,33.9,26.5,457.0,88.0,1.6,6.6,5.3,41883,435303.7,751187.5,24.88,89.36,20,1963.07,1
1554,Bogra,1964,7,32.9,25.7,461.0,88.0,1.8,6.8,3.4,41883,435303.7,751187.5,24.88,89.36,20,1964.07,1
1566,Bogra,1965,7,33.4,26.0,546.0,87.0,1.5,6.3,4.1,41883,435303.7,751187.5,24.88,89.36,20,1965.07,1
1567,Bogra,1965,8,33.9,25.5,458.0,87.0,1.5,6.3,3.7,41883,435303.7,751187.5,24.88,89.36,20,1965.08,1
1579,Bogra,1966,8,33.7,26.1,342.0,86.0,1.0,5.9,3.3,41883,435303.7,751187.5,24.88,89.36,20,1966.08,1
1590,Bogra,1967,7,33.3,25.7,400.0,86.0,1.6,6.1,5.1,41883,435303.7,751187.5,24.88,89.36,20,1967.07,1
1601,Bogra,1968,6,33.4,25.2,422.0,85.0,1.8,5.7,5.8,41883,435303.7,751187.5,24.88,89.36,20,1968.06,1
1602,Bogra,1968,7,32.9,26.2,549.0,86.0,1.5,6.1,4.7,41883,435303.7,751187.5,24.88,89.36,20,1968.07,1
1615,Bogra,1969,8,32.8,25.6,433.0,88.0,1.3,6.3,3.4,41883,435303.7,751187.5,24.88,89.36,20,1969.08,1
1616,Bogra,1969,9,37.8,25.5,357.0,86.0,1.1,4.9,6.0,41883,435303.7,751187.5,24.88,89.36,20,1969.09,1
1625,Bogra,1970,6,37.8,25.7,506.0,86.0,1.3,6.1,3.7,41883,435303.7,751187.5,24.88,89.36,20,1970.06,1
1626,Bogra,1970,7,33.9,26.1,629.0,88.0,1.4,6.7,3.8,41883,435303.7,751187.5,24.88,89.36,20,1970.07,1
1638,Bogra,1971,7,34.4,25.1,353.0,86.0,1.7,6.7,5.7,41883,435303.7,751187.5,24.88,89.36,20,1971.07,1
1640,Bogra,1971,9,34.4,24.3,392.0,86.0,1.6,6.0,6.3,41883,435303.7,751187.5,24.88,89.36,20,1971.09,1
1650,Bogra,1972,7,36.7,26.2,307.0,85.0,1.1,5.9,5.0,41883,435303.7,751187.5,24.88,89.36,20,1972.07,1
1661,Bogra,1973,6,34.2,25.4,835.0,88.0,0.9,5.7,4.0,41883,435303.7,751187.5,24.88,89.36,20,1973.06,1
1664,Bogra,1973,9,32.9,25.6,584.0,88.0,1.0,5.5,5.8,41883,435303.7,751187.5,24.88,89.36,20,1973.09,1
1674,Bogra,1974,7,37.8,25.1,474.0,90.0,1.2,6.5,2.8,41883,435303.7,751187.5,24.88,89.36,20,1974.07,1
1675,Bogra,1974,8,35.0,26.4,416.0,85.0,1.6,5.5,5.0,41883,435303.7,751187.5,24.88,89.36,20,1974.08,1
1686,Bogra,1975,7,34.8,25.3,490.0,90.0,1.4,6.0,4.5,41883,435303.7,751187.5,24.88,89.36,20,1975.07,1
1698,Bogra,1976,7,33.8,26.1,429.0,85.0,1.3,4.9,6.6,41883,435303.7,751187.5,24.88,89.36,20,1976.07,1
1699,Bogra,1976,8,32.8,25.4,453.0,89.0,1.2,5.5,5.2,41883,435303.7,751187.5,24.88,89.36,20,1976.08,1
1721,Bogra,1978,6,33.6,25.0,654.0,85.0,1.5,5.9,4.8,41883,435303.7,751187.5,24.88,89.36,20,1978.06,1
1734,Bogra,1979,7,36.8,25.9,725.0,89.0,1.6,6.3,3.6,41883,435303.7,751187.5,24.88,89.36,20,1979.07,1
1735,Bogra,1979,8,36.3,26.4,641.0,85.0,1.6,5.9,5.4,41883,435303.7,751187.5,24.88,89.36,20,1979.08,1
1736,Bogra,1979,9,35.3,25.6,463.0,85.0,1.0,4.7,7.0,41883,435303.7,751187.5,24.88,89.36,20,1979.09,1
1746,Bogra,1980,7,34.3,26.1,410.0,87.0,1.4,5.7,4.8,41883,435303.7,751187.5,24.88,89.36,20,1980.07,1
